Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2020/07/24,UTTARAKHAND,ALMORA,0.09,434.27,1.22,27.19556207
2020/07/24,UTTARAKHAND,PITHORAGARH,0.83,1028.42,4.63,27.55528827
2020/07/24,UTTARAKHAND,CHAMOLI,0.49,1030.4,3.19,25.47921655
2020/07/24,UTTARAKHAND,DEHRADUN,0.33,576.11,2.05,36.36300807
2020/07/24,UTTARAKHAND,GARHWAL,0.13,760.9,1.55,27.06741667
2020/07/24,UTTARAKHAND,UDHAM SINGH NAGAR,0.22,389.77,1.46,27.58256013
2020/07/24,UTTARAKHAND,BAGESHWAR,0.61,337.45,5.41,28.70421151
2020/07/24,UTTARAKHAND,RUDRAPRAYAG,0.13,249.46,1.22,26.30621303
2020/07/24,UTTARAKHAND,UTTARKASHI,0.75,1110.43,5.3,26.66527473
2020/07/24,UTTARAKHAND,TEHRI GARHWAL,0.19,653.29,1.17,32.72191264
2020/07/24,UTTARAKHAND,CHAMPAWAT,0.76,271.97,4.81,32.08431903
2020/07/23,UTTARAKHAND,HARDWAR,1.29,355.25,10.38,28.89481607
2020/07/23,UTTARAKHAND,NAINITAL,0.03,590.7,0.3,27.76888846
2020/07/23,UTTARAKHAND,ALMORA,0.08,440,1.18,27.55432984
2020/07/23,UTTARAKHAND,PITHORAGARH,1,1068.98,5.59,28.64192576
2020/07/23,UTTARAKHAND,CHAMOLI,0.57,1049.8,3.67,25.95890973
2020/07/23,UTTARAKHAND,DEHRADUN,0.74,607.71,4.58,38.35701596
2020/07/23,UTTARAKHAND,GARHWAL,0.15,776.55,1.65,27.62403537
2020/07/23,UTTARAKHAND,UDHAM SINGH NAGAR,0.09,383.63,0.7,27.14818663
2020/07/23,UTTARAKHAND,BAGESHWAR,0.79,351.15,6.95,29.86948549
2020/07/23,UTTARAKHAND,RUDRAPRAYAG,0.16,251.72,1.39,26.54483665
2020/07/23,UTTARAKHAND,UTTARKASHI,1.06,1166.09,7.09,28.0019001
2020/07/23,UTTARAKHAND,TEHRI GARHWAL,0.44,680.61,2.61,34.09072482
2020/07/23,UTTARAKHAND,CHAMPAWAT,0.14,255.68,0.92,30.16320056
2020/07/22,UTTARAKHAND,HARDWAR,0.88,345.5,7.35,28.10224737
2020/07/22,UTTARAKHAND,NAINITAL,0.1,621.1,0.8,29.19805829
2020/07/22,UTTARAKHAND,ALMORA,0.11,458.76,1.34,28.72893577
2020/07/22,UTTARAKHAND,PITHORAGARH,1.18,1108.61,6.59,29.70380215
2020/07/22,UTTARAKHAND,CHAMOLI,0.72,1083.75,4.64,26.79837041
2020/07/22,UTTARAKHAND,DEHRADUN,0,524.03,0.04,33.07583082
2020/07/22,UTTARAKHAND,GARHWAL,0.16,803.4,1.76,28.5789991
2020/07/22,UTTARAKHAND,UDHAM SINGH NAGAR,0.21,406.02,1.44,28.73289781
2020/07/22,UTTARAKHAND,BAGESHWAR,0.75,353.03,6.65,30.02904191
2020/07/22,UTTARAKHAND,RUDRAPRAYAG,0.18,259.84,1.6,27.40163171
2020/07/22,UTTARAKHAND,UTTARKASHI,0.92,1138.07,6.36,27.32912298
2020/07/22,UTTARAKHAND,TEHRI GARHWAL,0.14,635.58,0.9,31.83504546
2020/07/22,UTTARAKHAND,CHAMPAWAT,0.5,271.57,3.24,32.03749831
2020/07/21,UTTARAKHAND,HARDWAR,1.21,366.96,9.73,29.84720115
2020/07/21,UTTARAKHAND,NAINITAL,0.3,655.95,2.19,30.8364934
2020/07/21,UTTARAKHAND,ALMORA,0.2,480.64,2.01,30.09934781
2020/07/21,UTTARAKHAND,PITHORAGARH,1.35,1143.35,7.59,30.6345912
2020/07/21,UTTARAKHAND,CHAMOLI,0.72,1105.44,4.68,27.33468989
2020/07/21,UTTARAKHAND,DEHRADUN,0.06,553.25,0.37,34.91996578
2020/07/21,UTTARAKHAND,GARHWAL,0.2,824.63,2,29.33427322
2020/07/21,UTTARAKHAND,UDHAM SINGH NAGAR,0.4,423.83,2.68,29.99300478
2020/07/21,UTTARAKHAND,BAGESHWAR,0.79,360.19,6.93,30.63852487
2020/07/21,UTTARAKHAND,RUDRAPRAYAG,0.21,266.49,1.75,28.10220497
2020/07/21,UTTARAKHAND,UTTARKASHI,1.12,1195.87,7.58,28.71700688
2020/07/21,UTTARAKHAND,TEHRI GARHWAL,0.17,653.68,1.05,32.74167845
2020/07/21,UTTARAKHAND,CHAMPAWAT,0.89,282,5.74,33.2681001
2020/07/20,UTTARAKHAND,HARDWAR,1.4,377.42,11.09,30.69822714
2020/07/20,UTTARAKHAND,NAINITAL,0.29,651.8,2.13,30.64136328
2020/07/20,UTTARAKHAND,ALMORA,0.23,485.49,2.23,30.403107
2020/07/20,UTTARAKHAND,PITHORAGARH,1.51,1173.62,8.45,31.44562338
2020/07/20,UTTARAKHAND,CHAMOLI,0.7,1090.83,4.49,26.97356377
2020/07/20,UTTARAKHAND,DEHRADUN,0.01,535.15,0.08,33.77770015
2020/07/20,UTTARAKHAND,GARHWAL,0.27,854.76,2.53,30.40594428
2020/07/20,UTTARAKHAND,UDHAM SINGH NAGAR,0.5,426.36,3.24,30.17217898
2020/07/20,UTTARAKHAND,BAGESHWAR,0.86,364.98,7.38,31.04559929
2020/07/20,UTTARAKHAND,RUDRAPRAYAG,0.28,274.86,2.22,28.98507114
2020/07/20,UTTARAKHAND,UTTARKASHI,1.09,1182.06,7.46,28.38549865
2020/07/20,UTTARAKHAND,TEHRI GARHWAL,0.2,665.17,1.29,33.31704191
2020/07/20,UTTARAKHAND,CHAMPAWAT,1.37,294.95,8.87,34.79593887
2020/07/19,UTTARAKHAND,HARDWAR,2.13,404.69,16.02,32.91609782
2020/07/19,UTTARAKHAND,NAINITAL,0.37,656.46,2.71,30.86041631
2020/07/19,UTTARAKHAND,ALMORA,0.29,488.65,2.65,30.60098962
2020/07/19,UTTARAKHAND,PITHORAGARH,1.44,1172.37,8.09,31.41218276
2020/07/19,UTTARAKHAND,CHAMOLI,0.78,1115.42,4.97,27.58146009
2020/07/19,UTTARAKHAND,DEHRADUN,0.03,529,0.22,33.38918962
2020/07/19,UTTARAKHAND,GARHWAL,0.43,857.64,3.66,30.50842388
2020/07/19,UTTARAKHAND,UDHAM SINGH NAGAR,0.59,430.66,3.83,30.47676915
2020/07/19,UTTARAKHAND,BAGESHWAR,0.93,370.41,7.95,31.50739868
2020/07/19,UTTARAKHAND,RUDRAPRAYAG,0.3,267,2.27,28.15621897
2020/07/19,UTTARAKHAND,UTTARKASHI,1.27,1185.86,8.46,28.47654423
2020/07/19,UTTARAKHAND,TEHRI GARHWAL,0.1,622.55,0.67,31.18228851
2020/07/19,UTTARAKHAND,CHAMPAWAT,1.57,299.68,10.18,35.35316105
2020/07/06,UTTARAKHAND,HARDWAR,0.74,343.26,6.29,27.9195797
2020/07/06,UTTARAKHAND,NAINITAL,1.12,706.85,8.33,33.22925854
2020/07/06,UTTARAKHAND,ALMORA,0.56,510.61,4.47,31.97615322
2020/07/06,UTTARAKHAND,PITHORAGARH,1.37,1177.16,7.69,31.54043159
2020/07/06,UTTARAKHAND,CHAMOLI,1.06,1190.89,6.79,29.44775545
2020/07/06,UTTARAKHAND,DEHRADUN,0,514.57,0.03,32.47874273
2020/07/06,UTTARAKHAND,GARHWAL,0.21,841.5,2.07,29.93428408
2020/07/06,UTTARAKHAND,UDHAM SINGH NAGAR,1.38,464.72,8.8,32.88668216
2020/07/06,UTTARAKHAND,BAGESHWAR,1.23,408.93,9.84,34.78428904
2020/07/06,UTTARAKHAND,RUDRAPRAYAG,0.94,292.82,6.11,30.87917191
2020/07/06,UTTARAKHAND,UTTARKASHI,1.59,1276.46,10.42,30.65217403
2020/07/06,UTTARAKHAND,TEHRI GARHWAL,0.3,659.56,2.08,33.03636099
2020/07/06,UTTARAKHAND,CHAMPAWAT,0.17,267.24,1.12,31.52633071
2020/07/03,UTTARAKHAND,HARDWAR,0.91,345.88,7.15,28.13274017
2020/07/03,UTTARAKHAND,NAINITAL,0.49,674.88,3.53,31.72657722
2020/07/03,UTTARAKHAND,ALMORA,0.66,522.61,5.14,32.72776458
2020/07/03,UTTARAKHAND,PITHORAGARH,2.14,1258.78,12.05,33.72747948
2020/07/03,UTTARAKHAND,CHAMOLI,1.65,1285.14,10.46,31.7782894
2020/07/03,UTTARAKHAND,DEHRADUN,0,442.03,0.02,27.89975309
2020/07/03,UTTARAKHAND,GARHWAL,0.24,842.92,2.33,29.98505623
2020/07/03,UTTARAKHAND,UDHAM SINGH NAGAR,1.66,472.32,10.52,33.42448803
2020/07/03,UTTARAKHAND,BAGESHWAR,1.86,441.96,13.65,37.59429437
2020/07/03,UTTARAKHAND,RUDRAPRAYAG,1.27,307.39,8.09,32.41555756
2020/07/03,UTTARAKHAND,UTTARKASHI,1.62,1209.12,10.63,29.03527545
2020/07/03,UTTARAKHAND,TEHRI GARHWAL,0.33,635.56,2.31,31.83381053
2020/07/03,UTTARAKHAND,CHAMPAWAT,1.12,290.09,7.1,34.22182088
2020/07/02,UTTARAKHAND,HARDWAR,0.33,287.41,3.02,23.37723134
2020/07/02,UTTARAKHAND,NAINITAL,1.8,730.93,13.26,34.36131295
2020/07/02,UTTARAKHAND,ALMORA,0.52,497.32,4.24,31.14374131
2020/07/02,UTTARAKHAND,PITHORAGARH,1.43,1173.33,8.06,31.43771912
2020/07/02,UTTARAKHAND,CHAMOLI,1.44,1257.39,9.15,31.09194975
2020/07/02,UTTARAKHAND,DEHRADUN,0,409.01,0.02,25.81561521
2020/07/02,UTTARAKHAND,GARHWAL,0.77,882.65,6.01,31.39808552
2020/07/02,UTTARAKHAND,UDHAM SINGH NAGAR,1.98,474.26,12.49,33.56177109
2020/07/02,UTTARAKHAND,BAGESHWAR,1.04,395.95,8.74,33.68033719
2020/07/02,UTTARAKHAND,RUDRAPRAYAG,1.23,304.57,7.85,32.11764801
2020/07/02,UTTARAKHAND,UTTARKASHI,1.14,1111.13,7.8,26.68208451
2020/07/02,UTTARAKHAND,TEHRI GARHWAL,0.24,604.09,1.79,30.25782253
2020/07/02,UTTARAKHAND,CHAMPAWAT,0.01,256.46,0.05,30.25499037
2020/08/31,UTTARAKHAND,HARDWAR,0.5,312.43,4.54,25.41205898
2020/08/31,UTTARAKHAND,NAINITAL,0.18,616.79,1.26,28.99560132
2020/08/31,UTTARAKHAND,ALMORA,0.09,455.08,1.22,28.49885787
2020/08/31,UTTARAKHAND,PITHORAGARH,1.15,1136.7,6.43,30.45646441
2020/08/31,UTTARAKHAND,CHAMOLI,0.55,1094.19,3.65,27.05654431
2020/08/31,UTTARAKHAND,DEHRADUN,0.01,507.68,0.05,32.04385706
2020/08/31,UTTARAKHAND,GARHWAL,0.2,769.53,1.92,27.37418077
2020/08/31,UTTARAKHAND,UDHAM SINGH NAGAR,0.92,436.69,5.9,30.9034876
2020/08/31,UTTARAKHAND,BAGESHWAR,0.71,375.88,5.81,31.97281577
2020/08/31,UTTARAKHAND,RUDRAPRAYAG,0.73,264.74,4.53,27.91796154
2020/08/31,UTTARAKHAND,UTTARKASHI,0.7,1079.03,4.84,25.91131093
2020/08/31,UTTARAKHAND,TEHRI GARHWAL,0.1,609.87,0.67,30.54710459
2020/08/31,UTTARAKHAND,CHAMPAWAT,0.01,240.98,0.07,28.42804759
2020/08/30,UTTARAKHAND,HARDWAR,0.62,328.24,5.46,26.69834515
2020/08/30,UTTARAKHAND,NAINITAL,0.42,648.79,2.88,30.49980886
2020/08/30,UTTARAKHAND,ALMORA,0.13,475.98,1.49,29.80713118
2020/08/30,UTTARAKHAND,PITHORAGARH,1.84,1207.57,10.41,32.35518257
2020/08/30,UTTARAKHAND,CHAMOLI,0.88,1149.47,5.66,28.42346358
2020/08/30,UTTARAKHAND,DEHRADUN,0.04,526.67,0.24,33.24205716
2020/08/30,UTTARAKHAND,GARHWAL,0.24,801.03,2.22,28.49485008
2020/08/30,UTTARAKHAND,UDHAM SINGH NAGAR,1.71,466.46,10.84,33.00964863
2020/08/30,UTTARAKHAND,BAGESHWAR,1.32,402.16,9.7,34.2087022
2020/08/30,UTTARAKHAND,RUDRAPRAYAG,0.78,273.62,4.88,28.85430561
2020/08/30,UTTARAKHAND,UTTARKASHI,0.92,1125.42,6.19,27.02524982
2020/08/30,UTTARAKHAND,TEHRI GARHWAL,0.16,632.51,1.03,31.68114467
2020/08/30,UTTARAKHAND,CHAMPAWAT,0.02,252.08,0.16,29.73779908
2020/08/29,UTTARAKHAND,HARDWAR,0.71,340.37,6.17,27.68494072
2020/08/29,UTTARAKHAND,NAINITAL,0.86,693.78,5.84,32.61494719
2020/08/29,UTTARAKHAND,ALMORA,0.52,512.74,4.13,32.10956282
2020/08/29,UTTARAKHAND,PITHORAGARH,2.67,1292.76,15.1,34.63780202
2020/08/29,UTTARAKHAND,CHAMOLI,1.27,1216.39,8.09,30.07833818
2020/08/29,UTTARAKHAND,DEHRADUN,0.01,528.68,0.05,33.36890425
2020/08/29,UTTARAKHAND,GARHWAL,0.46,866.2,3.77,30.81295556
2020/08/29,UTTARAKHAND,UDHAM SINGH NAGAR,3.72,530.36,23.48,37.5317363
2020/08/29,UTTARAKHAND,BAGESHWAR,1.93,428.14,13.78,36.41874374
2020/08/29,UTTARAKHAND,RUDRAPRAYAG,0.85,279.03,5.3,29.42509307
2020/08/29,UTTARAKHAND,UTTARKASHI,1.07,1172.7,7.13,28.16056199
2020/08/29,UTTARAKHAND,TEHRI GARHWAL,0.16,642.68,1.04,32.1905286
2020/08/29,UTTARAKHAND,CHAMPAWAT,0.71,280.42,4.57,33.08122011
2020/08/28,UTTARAKHAND,HARDWAR,0.78,344.33,6.68,28.00667517
2020/08/28,UTTARAKHAND,NAINITAL,1.1,700.35,7.67,32.923903
2020/08/28,UTTARAKHAND,ALMORA,0.36,492.08,3.14,30.81588062
2020/08/28,UTTARAKHAND,PITHORAGARH,2.9,1312.43,16.39,35.16480393
2020/08/28,UTTARAKHAND,CHAMOLI,1.15,1203.31,7.36,29.75467312
2020/08/28,UTTARAKHAND,DEHRADUN,0.04,545.99,0.24,34.46145509
2020/08/28,UTTARAKHAND,GARHWAL,0.55,877.82,4.4,31.22637118
2020/08/28,UTTARAKHAND,UDHAM SINGH NAGAR,3.74,532.09,23.62,37.65440951
2020/08/28,UTTARAKHAND,BAGESHWAR,2.01,425.9,14.24,36.22798587
2020/08/28,UTTARAKHAND,RUDRAPRAYAG,1.04,289.79,6.36,30.55913324
2020/08/28,UTTARAKHAND,UTTARKASHI,1.21,1211.31,7.98,29.0878153
2020/08/28,UTTARAKHAND,TEHRI GARHWAL,0.26,672.56,1.61,33.68737122
2020/08/28,UTTARAKHAND,CHAMPAWAT,0.47,267.66,3.06,31.57614746
2020/08/27,UTTARAKHAND,HARDWAR,0.66,327.24,5.77,26.61666367
2020/08/27,UTTARAKHAND,NAINITAL,0.24,641.04,1.62,30.13573513
2020/08/27,UTTARAKHAND,ALMORA,0.17,487.15,1.76,30.50671828
2020/08/27,UTTARAKHAND,PITHORAGARH,2.85,1311.52,16.13,35.14034176
2020/08/27,UTTARAKHAND,CHAMOLI,1.15,1207.46,7.33,29.85740445
2020/08/27,UTTARAKHAND,DEHRADUN,0.01,520.2,0.05,32.8339186
2020/08/27,UTTARAKHAND,GARHWAL,0.29,828.12,2.57,29.45845663
2020/08/27,UTTARAKHAND,UDHAM SINGH NAGAR,1.28,456.12,8.23,32.27793601
2020/08/27,UTTARAKHAND,BAGESHWAR,1.93,428.09,13.84,36.41432558
2020/08/27,UTTARAKHAND,RUDRAPRAYAG,1.14,295,6.97,31.10845426
2020/08/27,UTTARAKHAND,UTTARKASHI,1.15,1200.92,7.68,28.83832136
2020/08/27,UTTARAKHAND,TEHRI GARHWAL,0.18,656.58,1.18,32.88686236
2020/08/27,UTTARAKHAND,CHAMPAWAT,0.24,268.09,1.55,31.62668744
2020/08/26,UTTARAKHAND,HARDWAR,0.72,334.05,6.25,27.17042303
2020/08/26,UTTARAKHAND,NAINITAL,0.79,690.15,5.41,32.44427706
2020/08/26,UTTARAKHAND,ALMORA,0.64,520.56,4.88,32.59932755
2020/08/26,UTTARAKHAND,PITHORAGARH,3.64,1383.09,20.8,37.05796618
2020/08/26,UTTARAKHAND,CHAMOLI,1.74,1286.21,11.05,31.80466645
2020/08/26,UTTARAKHAND,DEHRADUN,0.02,520.17,0.11,32.83172816
2020/08/26,UTTARAKHAND,GARHWAL,0.37,851.51,3.15,30.29058099
2020/08/26,UTTARAKHAND,UDHAM SINGH NAGAR,2.38,491.54,15.07,34.7846015
2020/08/26,UTTARAKHAND,BAGESHWAR,2.65,464.21,18.25,39.48648818
2020/08/26,UTTARAKHAND,RUDRAPRAYAG,1.86,314.52,11.27,33.16755722
2020/08/26,UTTARAKHAND,UTTARKASHI,1.26,1235.09,8.4,29.658713
2020/08/26,UTTARAKHAND,TEHRI GARHWAL,0.26,650.98,1.81,32.60633641
2020/08/26,UTTARAKHAND,CHAMPAWAT,1.06,290.8,6.7,34.30547527
2020/08/25,UTTARAKHAND,HARDWAR,0.73,334.35,6.23,27.19520032
2020/08/25,UTTARAKHAND,NAINITAL,0.31,619.29,2.07,29.11306522
2020/08/25,UTTARAKHAND,ALMORA,0.09,452.96,1.23,28.36551741
2020/08/25,UTTARAKHAND,PITHORAGARH,2.96,1314.29,16.67,35.21466988
2020/08/25,UTTARAKHAND,CHAMOLI,1.66,1266.26,10.54,31.31127007
2020/08/25,UTTARAKHAND,DEHRADUN,0.08,534.15,0.48,33.7146669
2020/08/25,UTTARAKHAND,GARHWAL,0.2,778.35,1.99,27.68802072
2020/08/25,UTTARAKHAND,UDHAM SINGH NAGAR,1.64,464.61,10.5,32.87904347
2020/08/25,UTTARAKHAND,BAGESHWAR,1.92,412.49,13.74,35.0875831
2020/08/25,UTTARAKHAND,RUDRAPRAYAG,1.76,310.64,10.78,32.75801096
2020/08/25,UTTARAKHAND,UTTARKASHI,1.35,1256.4,8.98,30.17049672
2020/08/25,UTTARAKHAND,TEHRI GARHWAL,0.18,633.85,1.37,31.74827071
2020/08/25,UTTARAKHAND,CHAMPAWAT,0.03,246.39,0.24,29.06660249
2020/08/24,UTTARAKHAND,HARDWAR,1,356.41,8.3,28.98943362
2020/08/24,UTTARAKHAND,NAINITAL,0.61,643.89,4.08,30.26960595
2020/08/24,UTTARAKHAND,ALMORA,0.1,463.59,1.29,29.03152851
2020/08/24,UTTARAKHAND,PITHORAGARH,2.5,1266.91,14.11,33.94506081
2020/08/24,UTTARAKHAND,CHAMOLI,1.42,1241.91,9.07,30.70925435
2020/08/24,UTTARAKHAND,DEHRADUN,0.09,520.18,0.57,32.83265718
2020/08/24,UTTARAKHAND,GARHWAL,0.28,802.56,2.48,28.54925567
2020/08/24,UTTARAKHAND,UDHAM SINGH NAGAR,2.63,495.32,16.68,35.05203008
2020/08/24,UTTARAKHAND,BAGESHWAR,2.01,422.44,14.34,35.9339287
2020/08/24,UTTARAKHAND,RUDRAPRAYAG,1.5,306.18,9.24,32.28739983
2020/08/24,UTTARAKHAND,UTTARKASHI,1.32,1243.73,8.84,29.86639414
2020/08/24,UTTARAKHAND,TEHRI GARHWAL,0.16,619.08,1.15,31.0085719
2020/08/24,UTTARAKHAND,CHAMPAWAT,0.02,251.14,0.14,29.62770419
2020/08/23,UTTARAKHAND,HARDWAR,1.55,382.07,12.08,31.07684755
2020/08/23,UTTARAKHAND,NAINITAL,0.29,623.34,2.06,29.30365643
2020/08/23,UTTARAKHAND,ALMORA,0.25,483.81,2.28,30.29770679
2020/08/23,UTTARAKHAND,PITHORAGARH,2.18,1220.06,12.4,32.69000964
2020/08/23,UTTARAKHAND,CHAMOLI,0.9,1138.14,5.75,28.14333228
2020/08/23,UTTARAKHAND,DEHRADUN,0.18,521.78,1.12,32.9337868
2020/08/23,UTTARAKHAND,GARHWAL,0.35,823.96,3,29.3102878
2020/08/23,UTTARAKHAND,UDHAM SINGH NAGAR,1.36,457.44,8.92,32.37188165
2020/08/23,UTTARAKHAND,BAGESHWAR,2.05,420.1,14.53,35.73487667
2020/08/23,UTTARAKHAND,RUDRAPRAYAG,0.79,268.15,4.91,28.27785928
2020/08/23,UTTARAKHAND,UTTARKASHI,0.63,1086.7,4.6,26.0953782
2020/08/23,UTTARAKHAND,TEHRI GARHWAL,0.1,612.32,0.68,30.66982846
2020/08/23,UTTARAKHAND,CHAMPAWAT,0.13,258.66,0.83,30.51379016
2020/08/22,UTTARAKHAND,HARDWAR,2.21,407.73,16.56,33.16396423
2020/08/22,UTTARAKHAND,NAINITAL,0.56,654.81,3.92,30.78283617
2020/08/22,UTTARAKHAND,ALMORA,0.66,509.43,5.03,31.90203181
2020/08/22,UTTARAKHAND,PITHORAGARH,2.72,1269.03,15.58,34.00205436
2020/08/22,UTTARAKHAND,CHAMOLI,1.14,1185.34,7.26,29.31046169
2020/08/22,UTTARAKHAND,DEHRADUN,0.23,531.25,1.46,33.53111708
2020/08/22,UTTARAKHAND,GARHWAL,0.59,862.15,4.54,30.66890766
2020/08/22,UTTARAKHAND,UDHAM SINGH NAGAR,2.4,490.71,15.44,34.72575504
2020/08/22,UTTARAKHAND,BAGESHWAR,2.33,438.83,16.24,37.32780342
2020/08/22,UTTARAKHAND,RUDRAPRAYAG,0.8,271.59,4.89,28.64046623
2020/08/22,UTTARAKHAND,UTTARKASHI,0.62,1073.73,4.41,25.78408871
2020/08/22,UTTARAKHAND,TEHRI GARHWAL,0.12,623.46,0.78,31.22806031
2020/08/22,UTTARAKHAND,CHAMPAWAT,0.66,276.6,4.28,32.630492
2020/08/21,UTTARAKHAND,HARDWAR,2.99,437.21,21.82,35.5617805
2020/08/21,UTTARAKHAND,NAINITAL,0.94,686.33,6.54,32.26478138
2020/08/21,UTTARAKHAND,ALMORA,1.16,533.49,8.36,33.40901046
2020/08/21,UTTARAKHAND,PITHORAGARH,2.03,1212.04,11.58,32.47505271
2020/08/21,UTTARAKHAND,CHAMOLI,0.94,1169.73,6.04,28.9245315
2020/08/21,UTTARAKHAND,DEHRADUN,0.42,553.6,2.64,34.94169025
2020/08/21,UTTARAKHAND,GARHWAL,0.92,903.71,6.83,32.1475183
2020/08/21,UTTARAKHAND,UDHAM SINGH NAGAR,3.43,523.41,21.95,37.03994198
2020/08/21,UTTARAKHAND,BAGESHWAR,1.98,421.86,13.76,35.88454524
2020/08/21,UTTARAKHAND,RUDRAPRAYAG,0.85,276.18,5.23,29.12388064
2020/08/21,UTTARAKHAND,UTTARKASHI,0.58,1096.09,4.32,26.32084497
2020/08/21,UTTARAKHAND,TEHRI GARHWAL,0.18,642.45,1.1,32.17928682
2020/08/21,UTTARAKHAND,CHAMPAWAT,1.57,297.45,10.09,35.09067949
2020/08/20,UTTARAKHAND,HARDWAR,3.8,468.31,27.21,38.0913488
2020/08/20,UTTARAKHAND,NAINITAL,1.72,734.2,11.96,34.51504172
2020/08/20,UTTARAKHAND,ALMORA,1.89,563.76,13.21,35.30418171
2020/08/20,UTTARAKHAND,PITHORAGARH,2.51,1262.27,14.41,33.82077307
2020/08/20,UTTARAKHAND,CHAMOLI,0.95,1177.64,6.07,29.12011896
2020/08/20,UTTARAKHAND,DEHRADUN,0.63,575.17,4.01,36.30363511
2020/08/20,UTTARAKHAND,GARHWAL,1.13,928.67,8.27,33.03519121
2020/08/20,UTTARAKHAND,UDHAM SINGH NAGAR,4.6,558.28,29.23,39.50781788
2020/08/20,UTTARAKHAND,BAGESHWAR,2.2,428.98,15.06,36.49006965
2020/08/20,UTTARAKHAND,RUDRAPRAYAG,0.92,286.41,5.72,30.20260432
2020/08/20,UTTARAKHAND,UTTARKASHI,0.69,1138.88,5.05,27.34857122
2020/08/20,UTTARAKHAND,TEHRI GARHWAL,0.27,660.21,1.67,33.06858172
2020/08/20,UTTARAKHAND,CHAMPAWAT,2.68,321.39,17.18,37.91459877
2020/08/19,UTTARAKHAND,HARDWAR,4.15,479.14,29.6,38.97202518
2020/08/19,UTTARAKHAND,NAINITAL,2.53,776.14,17.75,36.48671151
2020/08/19,UTTARAKHAND,ALMORA,2.56,595.24,17.69,37.27611851
2020/08/19,UTTARAKHAND,PITHORAGARH,2.92,1300.31,16.8,34.84004517
2020/08/19,UTTARAKHAND,CHAMOLI,1.29,1226.42,8.3,30.32629536
2020/08/19,UTTARAKHAND,DEHRADUN,0.89,600.88,5.64,37.92634083
2020/08/19,UTTARAKHAND,GARHWAL,1.85,982.92,13.1,34.96497221
2020/08/19,UTTARAKHAND,UDHAM SINGH NAGAR,5.51,585.23,35.01,41.41488909
2020/08/19,UTTARAKHAND,BAGESHWAR,2.4,440.43,16.31,37.46402338
2020/08/19,UTTARAKHAND,RUDRAPRAYAG,1.23,302.18,7.63,31.86643159
2020/08/19,UTTARAKHAND,UTTARKASHI,1.12,1208.75,7.56,29.02634462
2020/08/19,UTTARAKHAND,TEHRI GARHWAL,0.47,696.11,2.89,34.86700078
2020/08/19,UTTARAKHAND,CHAMPAWAT,4.09,349.67,26.27,41.25076754
2020/08/18,UTTARAKHAND,HARDWAR,3.95,470.56,28.17,38.27375367
2020/08/18,UTTARAKHAND,NAINITAL,1.58,734.86,11.11,34.54605133
2020/08/18,UTTARAKHAND,ALMORA,2.25,585.39,15.6,36.65875805
2020/08/18,UTTARAKHAND,PITHORAGARH,2.73,1289.51,15.72,34.55063166
2020/08/18,UTTARAKHAND,CHAMOLI,1.7,1278.08,10.79,31.60377441
2020/08/18,UTTARAKHAND,DEHRADUN,0.75,577.07,4.74,36.42345136
2020/08/18,UTTARAKHAND,GARHWAL,1.55,960.68,11.13,34.17407753
2020/08/18,UTTARAKHAND,UDHAM SINGH NAGAR,4.49,555.21,28.58,39.29047695
2020/08/18,UTTARAKHAND,BAGESHWAR,2.42,447.5,16.54,38.06550771
2020/08/18,UTTARAKHAND,RUDRAPRAYAG,1.48,307.56,9.05,32.43294944
2020/08/18,UTTARAKHAND,UTTARKASHI,0.59,1075.2,4.47,25.81940181
2020/08/18,UTTARAKHAND,TEHRI GARHWAL,0.26,670.32,1.66,33.57485331
2020/08/18,UTTARAKHAND,CHAMPAWAT,3.57,340.1,22.9,40.12201757
2020/08/17,UTTARAKHAND,HARDWAR,1.85,395.79,14.04,32.19259834
2020/08/17,UTTARAKHAND,NAINITAL,0.15,620.9,1.12,29.18903412
2020/08/17,UTTARAKHAND,ALMORA,0.84,526.37,6.23,32.9627034
2020/08/17,UTTARAKHAND,PITHORAGARH,2.45,1270.6,14.09,34.04393818
2020/08/17,UTTARAKHAND,CHAMOLI,0.96,1184.05,6.14,29.27852139
2020/08/17,UTTARAKHAND,DEHRADUN,0.17,511.31,1.12,32.27300453
2020/08/17,UTTARAKHAND,GARHWAL,0.26,811.36,2.44,28.86229521
2020/08/17,UTTARAKHAND,UDHAM SINGH NAGAR,1.34,457.51,8.88,32.37671814
2020/08/17,UTTARAKHAND,BAGESHWAR,1.86,427.69,13.19,36.38059895
2020/08/17,UTTARAKHAND,RUDRAPRAYAG,0.8,258.36,4.87,27.24506954
2020/08/17,UTTARAKHAND,UTTARKASHI,0.44,1017.07,3.45,24.42331203
2020/08/17,UTTARAKHAND,TEHRI GARHWAL,0.1,594.47,0.64,29.77572882
2020/08/17,UTTARAKHAND,CHAMPAWAT,1.22,289.19,7.82,34.11654932
2020/08/16,UTTARAKHAND,HARDWAR,2.19,409.77,16.48,33.32929906
2020/08/16,UTTARAKHAND,NAINITAL,0.44,647.5,3.13,30.4394029
2020/08/16,UTTARAKHAND,ALMORA,0.53,501.41,4.16,31.39977426
2020/08/16,UTTARAKHAND,PITHORAGARH,1.89,1208.48,10.84,32.37961895
